type,data-set,entityid,permission,role
RolePrivilege,0,default_data:1212,viewactcal,reinsurance_manager
RolePrivilege,0,default_data:1213,viewassociations,reinsurance_manager
RolePrivilege,0,default_data:1214,viewclaimbasics,reinsurance_manager
RolePrivilege,0,default_data:1215,viewclaimevals,reinsurance_manager
RolePrivilege,0,default_data:1216,viewclaimhistory,reinsurance_manager
RolePrivilege,0,default_data:1217,viewclaimngtns,reinsurance_manager
RolePrivilege,0,default_data:1218,viewclaimnotes,reinsurance_manager
RolePrivilege,0,default_data:1219,viewclaimparties,reinsurance_manager
RolePrivilege,0,default_data:1220,viewclaimsummary,reinsurance_manager
RolePrivilege,0,default_data:1221,viewclaimsync,reinsurance_manager
RolePrivilege,0,default_data:1222,viewdesktop,reinsurance_manager
RolePrivilege,0,default_data:1223,viewdocs,reinsurance_manager
RolePrivilege,0,default_data:1224,viewexposures,reinsurance_manager
RolePrivilege,0,default_data:1225,viewfinsum,reinsurance_manager
RolePrivilege,0,default_data:1226,viewmatters,reinsurance_manager
RolePrivilege,0,default_data:1227,viewpolicy,reinsurance_manager
RolePrivilege,0,default_data:1228,viewsearch,reinsurance_manager
RolePrivilege,0,default_data:1229,viewSensMCMdetails,reinsurance_manager
RolePrivilege,0,default_data:1230,viewsnapshot,reinsurance_manager
RolePrivilege,0,default_data:1231,viewsubrodetails,reinsurance_manager
RolePrivilege,0,default_data:1232,viewvacation,reinsurance_manager
RolePrivilege,0,default_data:1233,viewworkload,reinsurance_manager
RolePrivilege,0,default_data:1234,viewworkplan,reinsurance_manager
RolePrivilege,0,default_data:1235,editdeductible,adjuster
RolePrivilege,0,default_data:1236,editdeductible,claims_supervisor
RolePrivilege,0,default_data:1237,editdeductible,manager
RolePrivilege,0,default_data:1238,editdeductible,newloss_supervisor
RolePrivilege,0,default_data:1239,editdeductible,superuser
RolePrivilege,0,default_data:1240,reinsthresholdedit,superuser
RolePrivilege,0,default_data:1241,reinsthresholdedit,reinsurance_manager
RolePrivilege,0,default_data:1242,viewadmin,reinsurance_manager
RolePrivilege,0,default_data:1243,reinsthresholdview,superuser
RolePrivilege,0,default_data:1244,reinsthresholdview,reinsurance_manager
RolePrivilege,0,default_data:1245,toolsbatchprocessedit,superuser
RolePrivilege,0,default_data:1246,toolsbatchprocessview,superuser
RolePrivilege,0,default_data:1247,toolsclusteredit,superuser
RolePrivilege,0,default_data:1248,toolsclusterview,superuser
RolePrivilege,0,default_data:1249,toolsinfoview,superuser
RolePrivilege,0,default_data:1250,toolsJMXBeansview,superuser
RolePrivilege,0,default_data:1251,toolsjprofileredit,superuser
RolePrivilege,0,default_data:1252,toolslogedit,superuser
RolePrivilege,0,default_data:1253,toolslogview,superuser
RolePrivilege,0,default_data:1254,toolsPluginedit,superuser
RolePrivilege,0,default_data:1255,toolsPluginview,superuser
RolePrivilege,0,default_data:1256,toolsprofileredit,superuser
RolePrivilege,0,default_data:1257,toolsprofilerview,superuser
RolePrivilege,0,default_data:1258,toolsworkqueueedit,superuser
RolePrivilege,0,default_data:1259,toolsworkqueueview,superuser
RolePrivilege,0,default_data:1260,toolsbatchprocessview,toolview
RolePrivilege,0,default_data:1261,toolsclusterview,toolview
RolePrivilege,0,default_data:1262,toolsinfoview,toolview
RolePrivilege,0,default_data:1263,toolsJMXBeansview,toolview
RolePrivilege,0,default_data:1264,toolslogview,toolview
RolePrivilege,0,default_data:1265,toolsPluginview,toolview
RolePrivilege,0,default_data:1266,toolsprofilerview,toolview
RolePrivilege,0,default_data:1267,buswkmanage,superuser
RolePrivilege,0,default_data:1268,buswkview,superuser
RolePrivilege,0,default_data:1269,zonemanage,superuser
RolePrivilege,0,default_data:1270,zoneview,superuser
RolePrivilege,0,default_data:1271,orgcreate,superuser
RolePrivilege,0,default_data:1272,orgdelete,superuser
RolePrivilege,0,default_data:1273,orgeditbasic,superuser
RolePrivilege,0,default_data:1274,orgsearch,superuser
RolePrivilege,0,default_data:1275,orgviewbasic,superuser
RolePrivilege,0,default_data:1276,viewrefdata,superuser
RolePrivilege,0,default_data:1277,editrefdata,superuser
RolePrivilege,0,default_data:1278,viewpolicysystem,adjuster
RolePrivilege,0,default_data:1279,viewpolicysystem,claims_supervisor
RolePrivilege,0,default_data:1280,viewpolicysystem,manager
RolePrivilege,0,default_data:1281,viewpolicysystem,newloss_supervisor
RolePrivilege,0,default_data:1282,viewpolicysystem,superuser
RolePrivilege,0,default_data:1283,actview,underwriter
RolePrivilege,0,default_data:1284,assocview,underwriter
RolePrivilege,0,default_data:1285,claimprint,underwriter
RolePrivilege,0,default_data:1286,claimview,underwriter
RolePrivilege,0,default_data:1287,claimviewpay,underwriter
RolePrivilege,0,default_data:1288,claimviewrec,underwriter
RolePrivilege,0,default_data:1289,claimviewrecres,underwriter
RolePrivilege,0,default_data:1290,claimviewres,underwriter
RolePrivilege,0,default_data:1291,ctcview,underwriter
RolePrivilege,0,default_data:1292,docview,underwriter
RolePrivilege,0,default_data:1293,evalview,underwriter
RolePrivilege,0,default_data:1294,expview,underwriter
RolePrivilege,0,default_data:1295,lvprint,underwriter
RolePrivilege,0,default_data:1296,mttrview,underwriter
RolePrivilege,0,default_data:1297,ngtnview,underwriter
RolePrivilege,0,default_data:1298,noteview,underwriter
RolePrivilege,0,default_data:1299,plcyview,underwriter
RolePrivilege,0,default_data:1300,reviewviewdetail,underwriter
RolePrivilege,0,default_data:1301,reviewviewlist,underwriter
RolePrivilege,0,default_data:1302,viewassociations,underwriter
RolePrivilege,0,default_data:1303,viewclaimbasics,underwriter
RolePrivilege,0,default_data:1304,viewclaimevals,underwriter
RolePrivilege,0,default_data:1305,viewclaimngtns,underwriter
RolePrivilege,0,default_data:1306,viewclaimnotes,underwriter
RolePrivilege,0,default_data:1307,viewclaimparties,underwriter
RolePrivilege,0,default_data:1308,viewclaimsummary,underwriter
RolePrivilege,0,default_data:1309,viewdocs,underwriter
RolePrivilege,0,default_data:1310,viewexposures,underwriter
RolePrivilege,0,default_data:1311,viewfinsum,underwriter
RolePrivilege,0,default_data:1312,viewmatters,underwriter
RolePrivilege,0,default_data:1313,viewpolicy,underwriter
RolePrivilege,0,default_data:1314,viewsearch,underwriter
RolePrivilege,0,default_data:1315,viewsnapshot,underwriter
RolePrivilege,0,default_data:1316,viewsubrodetails,underwriter
RolePrivilege,0,default_data:1317,viewworkplan,underwriter
RolePrivilege,0,default_data:1318,reporting_view,adjuster
RolePrivilege,0,default_data:1319,toolsJMXBeansEdit,superuser
RolePrivilege,0,default_data:1320,metriclimitmanage,superuser
RolePrivilege,0,default_data:1321,toolsCacheinfoview,superuser
